content_traduzido,sentiment,sentiment_polarity,spacy_lemma
tido problemas taxacao ultimas compras internacionais apesar estarem sempre abaixo us lei passou vigorar agosto deste ano shein nao remessa conforme sim criar mecanismo dentro app compras internacionais abaixo desse valor nao recebam taxacao,neutral,neutral,"['ter', 'problema', 'taxacao', 'ultim', 'compra', 'internacional', 'apesar', 'sempre', 'abaixo', 'lei', 'passar', 'vigorar', 'agosto', 'ano', 'shein', 'remessar', 'sim', 'criar', 'mecanismo', 'dentro', 'compra', 'internacional', 'abaixo', 'valor', 'recebam', 'taxacao']"
suporte pos venda horrivel fiz pedido veio faltando varios itens ninguem aplicativo resolveu problema chat so funciona querem nao opcao nao recebi produto dentro app quero resolvam problema,anger,negative,"['suporte', 'venda', 'horrivel', 'pedir', 'vir', 'faltar', 'vario', 'item', 'ninguem', 'aplicativo', 'resolver', 'problema', 'chat', 'funcionar', 'querer', 'opcao', 'recebi', 'produto', 'dentro', 'querer', 'resolr', 'problema']"
olha app maravilhoso so pedi reembolso dois itens falou reembolso ja processado verifique reembolso chegou nao chegou nada cara dinheiro nao chegar dentro dias diz nao compro nada nunca internet desculpe fico triste coisa falou reembolsado chegou nada rosto chorando berros rosto chorando berros,disgust,negative,"['olhar', 'maravilhoso', 'pedir', 'reembolso', 'item', 'falar', 'reembolso', 'processar', 'verifique', 'reembolso', 'chegar', 'chegar', 'carar', 'dinheiro', 'chegar', 'dia', 'dizer', 'compro', 'nada', 'nunca', 'desculpe', 'fico', 'tristir', 'coisa', 'falar', 'reembolsar', 'chegar', 'rosto', 'chorar', 'berro', 'rosto', 'chorar', 'berro']"
amo shein pq estilo bem minimalista la umas coisas ta moda caso estilo ajuda preco pequeno porem n compro nada porque ver avaliacoes puder comprar comprarei vou dar estrelas,neutral,neutral,"['amo', 'shein', 'estilo', 'bem', 'minimalista', 'coisa', 'moda', 'estilo', 'ajudar', 'preco', 'pequeno', 'por', 'compro', 'ver', 'puder', 'comprar', 'comprarei', 'dar', 'estrela']"
opcoes nacionais nao chegam pes internacionais nao oferta mesmos produtos similares minimamente parecidos roupas fitness principalmente agora taxas ficou inviavel continuar comprando acabou festa,disgust,negative,"['opcoes', 'nacional', 'chegar', 'pes', 'internacional', 'nao', 'oferta', 'mesmo', 'produto', 'similar', 'minimamente', 'parecir', 'roupa', 'Fitness', 'principalmente', 'agora', 'taxa', 'ficar', 'inviavel', 'continuar', 'comprar', 'acabar', 'festa']"
peco gentileza aumentem numeracao calcados femininos amo tenis shein achar mim dificil fico triste calco pe cerca cm calcados excessao vao ate cm ate numero aqui brasil problema nao so tenis tambem estende chinelos sandalias dificil conseguir comprar ate hoje so comprei tenis aqui peco olhem sugestao empatia obrigada,sadness,positive,"['peco', 'gentileza', 'aumentar', 'calcado', 'feminino', 'amo', 'tenis', 'sheinr', 'achar', 'dificil', 'fico', 'tristir', 'calco', 'cerca', 'calcado', 'excessao', 'vao', 'ate', 'numero', 'aqui', 'problema', 'nao', 'tenis', 'tambem', 'estender', 'chinelo', 'sandalia', 'dificil', 'conseguir', 'comprar', 'hoje', 'comprei', 'tenis', 'aqui', 'peco', 'sugestao', 'empatia', 'obrigado']"
descontos usar cupoes sao falsos certo valor itens carrinho ira aparecer poupas valor tal mentira iras pagar valor original produtos finalizar compra envio bom shein muitos produtos baratos encomendas chegam data prevista dando estrelas descontos serem falsos resto nada reclamar shein muitos produtos bons qualidade excelente,sadness,positive,"['desconto', 'usar', 'cupoes', 'falso', 'valor', 'item', 'carrinho', 'aparecer', 'poupa', 'valor', 'tal', 'mentira', 'iro', 'pagar', 'valor', 'original', 'produto', 'finalizar', 'compra', 'envio', 'bom', 'sheinr', 'produto', 'barato', 'encomenr', 'chegar', 'data', 'prever', 'dar', 'estrela', 'desconto', 'falso', 'resto', 'nada', 'reclamar', 'shein', 'produto', 'bom', 'qualidade', 'excelente']"
shein ta ficando toda desorganizada controle qualidade problema filtro pesquisas alguns produtos recomendados diz esgotado nao estando,disgust,negative,"['shein', 'ficar', 'desorganizado', 'controle', 'qualidade', 'problema', 'filtro', 'pesquisa', 'produto', 'recomendar', 'dizer', 'esgotar']"
quase impossivel comprar algo nesse app ja compra faco solicitar reembolso pois produto chega ficar quase dias embalado aguardando envio inclusive fiz comprar dia ate agora nada provavelmente vou precisar solicitar reembolso tambem amava comprar shein devido problemas vou desinstalar app,disgust,negative,"['quase', 'impossivel', 'comprar', 'app', 'faco', 'solicitar', 'reembolso', 'produto', 'chegar', 'ficar', 'quase', 'dia', 'embalar', 'aguardar', 'envio', 'inclusive', 'fiz', 'comprar', 'dia', 'agora', 'provavelmente', 'precisar', 'solicitar', 'reembolso', 'tambem', 'amar', 'comprar', 'shein', 'devido', 'problema', 'desinstalar', 'app']"
app bom ruim ter q pagar taxa compras internacionais vezes valor taxa maior q produto pra completar demora tempo pra chegar encomendas,anger,negative,"['app', 'bom', 'ruim', 'ter', 'pagar', 'taxa', 'compra', 'internacional', 'vez', 'valor', 'taxa', 'grande', 'produto', 'completar', 'tempo', 'chegar', 'encomenr']"
ficar pior comprar tinhamos beneficios pontos altura jogos nao funcionar agora tiraram jogo vez unico dava pontos serio vai impossivel assim guanhar pontos,disgust,negative,"['ficar', 'pior', 'comprar', 'tinhamo', 'beneficio', 'ponto', 'jogo', 'funcionar', 'agora', 'tirar', 'jogo', 'vez', 'unico', 'dar', 'ponto', 'serio', 'impossivel', 'assim', 'guanhar', 'ponto']"
otimo lugar comprar roupas porem sistema pontos faco todo dia nao valendo nada nao consigo passar pontos todo dia volta valor fazendo check in todo dia,sadness,positive,"['otimo', 'lugar', 'comprar', 'roupa', 'por', 'sistema', 'ponto', 'faco', 'dia', 'nao', 'valer', 'nao', 'consigo', 'passar', 'ponto', 'dia', 'voltar', 'valor', 'fazer', 'check', 'in', 'dia']"
plataforma nao chat paguei vestidos loja enviou apenas pecas preciso algum contato shein pois nao certo primeira compra shein acontece af compro mercado livre outras plataformas nunca aconteceu,disgust,negative,"['plataforma', 'chat', 'paguei', 'vestir', 'loja', 'enviar', 'apenas', 'peca', 'preciso', 'contato', 'shein', 'nao', 'certo', 'primeiro', 'compra', 'shein', 'acontecer', 'compro', 'mercado', 'livre', 'plataforma', 'nunca', 'acontecer']"
aplicativo amador feito pra dar prejuizo voce nao recebeu produto veio imcompleto impossivel pedir cancelamento reembolso nao opcao fazer compra lugar secreto porque nao achei agora roubo governo prepara qualquer coisa comprar ja dobra valor porque dobro voce pagou vai dar imposto,anger,negative,"['aplicativo', 'amador', 'fazer', 'dar', 'prejuizo', 'receber', 'produto', 'vir', 'imcompleto', 'impossivel', 'pedir', 'cancelamento', 'reembolso', 'opcao', 'fazer', 'compra', 'lugar', 'secreto', 'achar', 'agora', 'roubo', 'governo', 'preparar', 'coisa', 'comprar', 'dobrar', 'valor', 'dobro', 'voce', 'pagar', 'dar']"
fiz compras dia ate hj nao recebi nada ainda vem notificacao entrega anormal sempre recebi certinho porem ultimas compras nada pior tudo nao aparece opcao onde parar pacotes rosto implorando,fear,negative,"['fiz', 'compra', 'dia', 'recebi', 'ainda', 'vir', 'notificacao', 'entregar', 'anormal', 'sempre', 'recebi', 'certinho', 'por', 'ultim', 'compra', 'nada', 'mau', 'nao', 'aparecer', 'opcao', 'parar', 'pacote', 'rosto', 'implorar']"
relacao app nao melhores primeira compra bolsa q apesar d perfeita veio cheiro horrivel segunda sandalia sonhos pedi codigo cn q corresponde numero br veio numero codigo nao corresponde br fim comprei duas sandalias envio nacional achei q chegaria rapido ha dez dias processando sendo ja entrou cartao fim unica compra deu certo sutias adesivo ficaram perfeitos,disgust,negative,"['relacao', 'app', 'bom', 'primeiro', 'compra', 'bolso', 'apesar', 'perfeita', 'vir', 'cheiro', 'horrivel', 'segundo', 'sonho', 'pedir', 'codigo', 'cn', 'corresponder', 'numero', 'br', 'vir', 'numero', 'codigo', 'nao', 'corresponder', 'fim', 'comprei', 'sandalia', 'envio', 'nacional', 'achar', 'chegar', 'raper', 'ha', 'dia', 'processar', 'entrar', 'cartao', 'fim', 'unico', 'compra', 'dar', 'sutia', 'adesivo', 'ficar', 'perfeito']"
muita sorte compras shein ultima compra notificada pagamento caro mercadoria pra recebe la quantia nao extrapolada dolares ainda sim taxada,neutral,neutral,"['sorte', 'compra', 'shein', 'ultima', 'compra', 'notificar', 'pagamento', 'caro', 'mercadorio', 'receber', 'quantia', 'extrapolar', 'dolar', 'ainda', 'sim', 'taxar']"
primeira vez vejo app vendas compramos demais bloqueam vcs precisam fazer nao pessoas tipo ja comecaram deixar comprar produtos internacionais ate compra menos cobram taxa otario fazer pois compras mandando tudo volta pessoa decepcionada pessoa decepcionada rosto soltando vapor nariz desinstalando indo pra shoop,anger,negative,"['vez', 'vejo', 'app', 'Vendas', 'compra', 'demais', 'precisar', 'fazer', 'pessoa', 'tipo', 'comecar', 'deixar', 'comprar', 'produto', 'internacional', 'compra', 'menos', 'cobrar', 'taxa', 'otario', 'fazer', 'pois', 'compra', 'mandar', 'voltar', 'pessoo', 'decepcionar', 'pessoa', 'decepcionar', 'rosto', 'soltar', 'vapor', 'nariz', 'desinstalar', 'ir']"
mini jogos dao erro estao expirados contacto assistencia cliente sao completamente inuteis ja gostei,anger,negative,"['Mini', 'jogo', 'erro', 'estao', 'expirado', 'contacto', 'assistenciar', 'cliente', 'sao', 'completamente', 'inutel', 'gostar']"
aplicativo muita variedades produtos nao cupons fretes gratis abaixo reais processamento poder enviar demorado produtos nacinonais demora ate semana enviar comprar usar alguma ocasiao q comprar bastante antecedencia,disgust,negative,"['aplicativo', 'variedade', 'produto', 'nao', 'cupons', 'frete', 'gratis', 'abaixo', 'real', 'processamento', 'poder', 'enviar', 'demorar', 'produto', 'nacinonal', 'demora', 'semana', 'enviar', 'comprar', 'usar', 'ocasiao', 'comprar', 'bastante', 'antecedencer']"
muitas opcoes porem momento nao vale pena fazer compras internacionais pois estao sendo taxada valor quase valor compra compras somente brasil compensando fazer,anger,negative,"['opcoes', 'por', 'momento', 'nao', 'valer', 'pena', 'fazer', 'compra', 'internacional', 'pois', 'estao', 'taxar', 'valor', 'quase', 'valor', 'compra', 'compra', 'somente', 'compensar', 'fazer']"
fiz compra itens intencionais nacionais ate agora nacionais nao processados ja comprei itens intencionais sempre vem curto periodo tempo sao perfeitos ja nacionais demoram processar falta compromisso clientes,anger,negative,"['fiz', 'compra', 'item', 'intencional', 'nacional', 'agora', 'nacional', 'processar', 'comprei', 'item', 'intencional', 'sempre', 'vir', 'curto', 'periodo', 'tempo', 'perfeito', 'ja', 'nacional', 'demoram', 'processar', 'falta', 'compromisso', 'cliente']"
taxas alfandega ta cada vez dificil comprar shein produtos nacionais nao sao tao baratos pq peca vc paga frete nao sempre conseguimos cupom compras internacionais q alem opcoes economizamos,disgust,negative,"['taxa', 'alfandegar', 'vez', 'dificilr', 'comprar', 'produto', 'nacional', 'nao', 'barato', 'pecar', 'pagar', 'frete', 'sempre', 'conseguir', 'cupom', 'compra', 'internacional', 'aler', 'economizar']"
nao presta ja coloquei varios numeros telefone nenhum nao validacao fica pedindo digitos ja tentei varias maneiras nao consigo concluir cadastro conta disso desisti pra concorrencia,anger,negative,"['nao', 'presta', 'coloquei', 'vario', 'numero', 'telefone', 'validacao', 'ficar', 'pedir', 'digito', 'tentar', 'maneira', 'consigo', 'concluir', 'cadastro', 'contar', 'desisti', 'concorrencia']"
so vou dar estrela fato precisar pra poder avaliar caso contrario nao daria nenhuma simplesmente decepcao aplicativo bom facil comprar decepcionada porque problemas compra pedi reembolso nunca deram resposta perdi dinheiro nao querem ressarcir nunca compro nada aqui,anger,negative,"['dar', 'estrela', 'fato', 'precisar', 'poder', 'avaliar', 'caso', 'contrario', 'dar', 'simplesmente', 'decepcao', 'aplicativo', 'bom', 'facil', 'comprar', 'decepcionar', 'problema', 'compra', 'pedir', 'reembolso', 'nunca', 'dar', 'resposta', 'perdi', 'dinheiro', 'querer', 'ressarcir', 'nunca', 'compro', 'nada', 'aqui']"
aplicativo bom roupas acessorios dao bonitos n darei estrelas pois dificil encontrar livros pra ler alem disso acho deveriam descrever melhor alguns tamanhos roupas gosto bastante pois vem saquinho onde pode guardar roupa acessorios ate outra coisa n demora semanas ja chega outra coisa m gosto sao comentarios pessoas comentam antes chegar produto alem n abrir pra testar conseguimos sabe sobre,sadness,positive,"['aplicativo', 'bom', 'roupa', 'acessorio', 'bonito', 'darar', 'estrela', 'pois', 'dificil', 'encontrar', 'livro', 'ler', 'aler', 'acho', 'dever', 'descrever', 'melhor', 'tamanho', 'roupa', 'gostar', 'bastante', 'vir', 'saquinho', 'poder', 'guardar', 'roupa', 'acessorio', 'coisa', 'semana', 'chegar', 'coisa', 'gosto', 'comentario', 'pessoa', 'comentar', 'antes', 'chegar', 'aler', 'abrir', 'testar', 'conseguir', 'sabe']"
indicar achem hesitei pouco abatido aplicativo hoje so comprou chain roupa acessorios realcado ainda nao comprei indico chega tudo bem rapido bem embrulhado coisas comprei satisfeita chain super indico achem quiser comprar ja comprei pecas internacional chegou perfeito estado umas camisetas umas camisas manga longa internacional show bem balada protegida,happiness,positive,"['indicar', 'acher', 'hesitar', 'pouco', 'abatido', 'aplicativo', 'hoje', 'comprar', 'chain', 'acessorio', 'realcar', 'ainda', 'nao', 'comprei', 'indico', 'chegar', 'bem', 'raper', 'bem', 'embrulhar', 'coisa', 'comprar', 'satisfeita', 'chain', 'super', 'indico', 'querer', 'comprar', 'comprei', 'peca', 'internacional', 'chegar', 'perfeito', 'estar', 'camiseta', 'camisa', 'longo', 'internacional', 'show', 'bem', 'balar', 'protegido']"
fiz compra internacional valor baixo objeto pequeno leve taxado fiz compra nacional faz semana sendo processado pedido cancelar ja cancelado shein cada dia pior infelizmente polegar baixo,anger,negative,"['fiz', 'compra', 'internacional', 'valor', 'baixo', 'objeto', 'pequeno', 'taxar', 'fiz', 'compra', 'nacional', 'fazer', 'semana', 'processar', 'pedir', 'cancelar', 'cancelar', 'shein', 'dia', 'mau', 'infelizmente', 'polegar', 'baixo']"
toda mulher sonha arrasando looks preco cabe bolso shein realmente criada trazer estilo sofisticacao qualidade seguranca aqui encontramos melhores pecas desde look festa passeio parque aqui certeza nunca iremos errar hora andar estilo elegancia obrigada shein proporcionar mulheres sonho unico aplicativo cabe palma mao coracao vermelho,happiness,positive,"['mulher', 'sonhar', 'arrasar', 'preco', 'caber', 'bolso', 'sheinr', 'realmente', 'criar', 'trazer', 'estilo', 'sofisticacao', 'qualidade', 'seguranca', 'aqui', 'encontrar', 'bom', 'peca', 'look', 'festa', 'passeio', 'parque', 'aqui', 'certeza', 'nunca', 'ir', 'errar', 'hora', 'andar', 'estilo', 'elegancia', 'obrigar', 'proporcionar', 'mulher', 'sonho', 'unico', 'aplicativo', 'caber', 'palma', 'vermelho']"
taxando tudo perdi valor alto compras taxada x seguidas nao vou pagar taxa pois nao acho justo perdi dinheiro burocracia pra poder conseguir volta grande estressante assim nao recebi odio polegar baixo,anger,negative,"['taxar', 'perdi', 'valor', 'alto', 'compra', 'taxar', 'seguir', 'pagar', 'taxa', 'nao', 'achar', 'justo', 'perdi', 'dinheiro', 'burocracia', 'poder', 'conseguir', 'volta', 'grande', 'estressante', 'assim', 'recebi', 'odio', 'polegar', 'baixo']"
shein mudou modo ver compras online gracas plataforma nao consigo parar comprar recomendar espero dure muitos anos pois enquanto durar estarei comprando,happiness,positive,"['sheinr', 'mudar', 'modo', 'ver', 'compra', 'online', 'graco', 'plataforma', 'nao', 'consigo', 'parar', 'comprar', 'recomendar', 'esperar', 'durar', 'ano', 'enquanto', 'durar', 'estarar', 'comprar']"
infelizmente ficando complicado comprar shein internacional minimas compras sendo taxadas ate valores inferiores reais dolares cada vez perdemos liberdade escolha onde comprar bom custo beneficio obrigados comprar aqui gigantes varejo superfaturam valores menos tres quatro vezes produtos pasmem importam entao pra milionarios facilitado importacao pros consumidores dificultado,anger,negative,"['infelizmente', 'ficar', 'complicado', 'comprar', 'shein', 'internacional', 'minima', 'compra', 'taxar', 'valor', 'inferior', 'real', 'dolar', 'vez', 'perder', 'liberdade', 'escolha', 'comprar', 'bom', 'custo', 'beneficio', 'obrigar', 'comprar', 'aqui', 'gigante', 'varejo', 'superfatur', 'valor', 'menos', 'tr', 'vez', 'produto', 'pasmar', 'importar', 'entao', 'milionario', 'facilitado', 'importacao', 'pro', 'consumidor', 'dificultar']"
ja ajudou muita gente ter produtos melhor qualidade valor acessivel brasil agora taxacao tornou inviavel favor coloquem menos taxa fixa podermos ter nocao vamos pagar momento compra nao ja brasil,disgust,negative,"['ajudar', 'gente', 'ter', 'produto', 'bom', 'qualidade', 'valor', 'acessivel', 'agora', 'taxacao', 'tornar', 'inviavel', 'favor', 'coloquir', 'taxa', 'fixo', 'poder', 'ter', 'nocao', 'pagar', 'momento', 'compra', 'nao']"
amava comprar shein ultimamente deixando desejar poucos tornando shopee rsrs somente coisas nacionais quisesse comprar roupa brasil mesma iria alguma lojinha bairro formacao pra comprarmos nacional onda taxacao perdendo cliente credibilidade respeito mal posicionamento,anger,negative,"['amar', 'comprar', 'shein', 'ultimamente', 'deixar', 'desejar', 'tornar', 'shopee', 'rsrs', 'somente', 'coisa', 'nacional', 'quiser', 'comprar', 'roupa', 'mesmo', 'lojinha', 'bairro', 'formacao', 'comprar', 'nacional', 'onda', 'taxacao', 'perder', 'cliente', 'credibilidade', 'respeito', 'mal', 'posicionamento']"
shein otimo aplicativo compras acho melhorar algumas coisas exemplo bijouterias nao excelente produto mareia rapido apenas opiniao,sadness,positive,"['sheinr', 'otimo', 'aplicativo', 'compra', 'achar', 'melhorar', 'coisa', 'exemplo', 'bijouteria', 'nao', 'excelente', 'produto', 'mareia', 'raper', 'apenas', 'opiniao']"
tendo muita dor cabeca compras dificuldade terrivel pra poder entregar entrega coisa falta outra enrolacao mentirada entregador outro diz nao achou casa esperando quer ligou nao consigo fazer reclamacao facilidade receber produtos comprados nao compro nada aqui pois so app pra comprar odiando super horrivel desrespeitoso clientes,anger,negative,"['ter', 'dor', 'cabecir', 'compra', 'dificuldade', 'terrivel', 'poder', 'entregar', 'entrega', 'coisa', 'falto', 'enrolacao', 'mentirar', 'entregador', 'dizer', 'achar', 'casa', 'esperar', 'ligar', 'consigo', 'fazer', 'reclamacao', 'facilidade', 'receber', 'produto', 'comprar', 'compro', 'aqui', 'app', 'comprar', 'odiar', 'super', 'horrivel', 'desrespeitoso', 'cliente']"
app bom otimos produtos qualidade porem nao variedades produtos suficiente agradar publico queira comprar coisas poderia melhor espero vcs desenvolvedores melhorem app compras resolva problema tirando opp bom,sadness,positive,"['app', 'bom', 'otimo', 'produto', 'qualidade', 'por', 'variedade', 'produto', 'suficiente', 'agradar', 'publico', 'querer', 'comprar', 'coisa', 'poder', 'bom', 'esperar', 'desenvolvedor', 'melhor', 'compra', 'resolvar', 'problema', 'tirar', 'bom']"
bom precos otimos otimos produtos basta voce saber compra los direitinho recomendo encomenda chega prazo certo aplicativo bom nao trava dispositivo super acessivel,happiness,positive,"['bom', 'preco', 'otimos', 'otimo', 'produto', 'bastar', 'voce', 'saber', 'compra', 'direitinho', 'recomendo', 'chegar', 'prazo', 'certo', 'aplicativo', 'bom', 'trar', 'dispositivo', 'super', 'acessivel']"
plataforma boa so nao tantos produtos quanto shopee porem melhor mesma quesito frete pois acima r frete sai gratis enquanto shopee frete geralmente caro produtos,happiness,positive,"['plataforma', 'bom', 'nao', 'produto', 'quanto', 'shopee', 'por', 'bom', 'mesmo', 'quesito', 'frete', 'pois', 'acima', 'frete', 'sair', 'gratis', 'enquanto', 'shopee', 'frete', 'geralmente', 'caro', 'produto']"
pessimo primeira vez fiz compra nesse aplicativo taxada paguei pix valor tudo feito estao cobrando novo cuidado ate agora nao resolveram problema quero reembolso,anger,negative,"['pessimo', 'vez', 'fiz', 'compra', 'aplicativo', 'taxar', 'paguei', 'valor', 'fazer', 'estao', 'cobrar', 'novo', 'cuidado', 'agora', 'resolver', 'problema', 'querer', 'reembolso']"
otimo ate comecar taxar tudo compro compra reais pagar reais recente outras entao absurdo minimo compensava comprar,disgust,negative,"['otimo', 'comecar', 'taxar', 'compro', 'compra', 'real', 'pagar', 'real', 'recente', 'entao', 'absurdo', 'minimo', 'compensar', 'comprar']"
compro sempre bons produtos so nao vou comprar importados porque fica preso alfandega nao justo ter pagar caro ja paguei produtos pois ja deveria constar valor ato compra nao consigo fazer cancelamento porque opcao lado ruim shein atendimento acrescentar agora servico entrega mudou compra chegava dois dias raio km hoje demora dias entregam desanimei,anger,negative,"['compro', 'sempre', 'bom', 'produto', 'comprar', 'importado', 'ficar', 'prender', 'alfandegar', 'nao', 'justo', 'pagar', 'caro', 'produto', 'pois', 'dever', 'constar', 'valor', 'ato', 'compra', 'nao', 'consigo', 'fazer', 'cancelamento', 'opcao', 'lado', 'ruim', 'shein', 'atendimento', 'acrescentar', 'agora', 'servico', 'entregar', 'mudar', 'compra', 'chegar', 'dia', 'raio', 'km', 'hoje', 'dia', 'entregar', 'desanimei']"
melhor aplicativo comprar nacional internacional surpe recomendo falar pontos cupons ganhamos desconto compras compro nunca veio nada errado chega vezes antes prazo previsto sempre veio certinho tamanho cor modelo ameii experimentem,happiness,positive,"['bom', 'aplicativo', 'comprar', 'nacional', 'internacional', 'recomendar', 'falar', 'ponto', 'cupons', 'ganhamos', 'desconto', 'compra', 'compro', 'nunca', 'vir', 'errar', 'chegar', 'vez', 'antes', 'prazo', 'prever', 'sempre', 'vir', 'certinho', 'tamanho', 'cor', 'modelo', 'ameii', 'experimentar']"
antes app excelente agora nao compensa comprar taxas sao cobradas chega curitiba valor alto preco compra fiquei triste tantas taxas pagas devia ter aviso determinado valor taxado alfandega,disgust,negative,"['antes', 'app', 'excelente', 'agora', 'compensa', 'comprar', 'taxa', 'sao', 'cobrada', 'chegar', 'curitber', 'valor', 'alto', 'preco', 'compra', 'fiquei', 'tristar', 'taxa', 'pago', 'dever', 'aviso', 'determinar', 'valor', 'taxar', 'alfandegar']"
uso shein mt tempo verdade ha alguns anos gosto td mt variedade roupa acessorios td produtos otima qualidade acontecendo estao umas taxas absurdas caras comprar umas lingeries compra deu reais descontos pontos cupom caiu finalizar conto taxa td pouco ai fica complicado cobram taxa pra agora ai chega alfandega taxa tbm,anger,negative,"['uso', 'shein', 'tempo', 'verdade', 'ha', 'ano', 'gostar', 'variedade', 'roupo', 'acessorio', 'td', 'produto', 'otimo', 'qualidade', 'acontecer', 'estao', 'taxa', 'absurr', 'caro', 'comprar', 'lingerie', 'compra', 'dar', 'real', 'desconto', 'ponto', 'cupom', 'cair', 'finalizar', 'conto', 'taxa', 'td', 'pouco', 'ficar', 'complicado', 'cobrar', 'taxa', 'agora', 'chega', 'alfandegar', 'taxa', 'tbm']"
roupas bonitas acessiveis pra vai comecar usar atentem sempre ler avaliacoes ver fotos reais produtos antes finalizar compra nao erro,happiness,positive,"['roupa', 'bonita', 'acessivel', 'comecar', 'usar', 'atenter', 'sempre', 'ler', 'avaliacoes', 'ver', 'foto', 'real', 'produto', 'antes', 'finalizar', 'compra', 'erro']"
certamente melhores aplicativos compras on line arrisco afirma nao arrependeram efetuar quaisquer compras site sobre tudo cuidado taxas rosto risonho olhos sorridentes entretanto shein retornara reembolso valor pago taxa,happiness,positive,"['certamente', 'bom', 'aplicativo', 'compra', 'line', 'arrisco', 'afirmar', 'arrepender', 'efetuar', 'compra', 'site', 'cuidado', 'taxas', 'rosto', 'risonho', 'olho', 'sorridente', 'sheinr', 'retornar', 'reembolso', 'valor', 'pagar', 'taxa']"
fiz compra tres produtos aplicatvo so recebi dois produtos aplicativo recebi tres arremessa conjunta so recebi dois liguei reclamar nao adiantou fiquei prejuizo empresa realmente entregou nao entao produto desviado percurso qualquer forma fiquei prejuizo empresa nao importa,disgust,negative,"['fiz', 'compra', 'tr', 'produto', 'recebi', 'produto', 'aplicativo', 'recebi', 'tr', 'arremesso', 'conjunto', 'recebi', 'liguar', 'reclamar', 'adiantar', 'fiquei', 'prejuizo', 'empresa', 'realmente', 'entregar', 'entao', 'produto', 'desviar', 'percurso', 'forma', 'fiquei', 'prejuizo', 'empresa', 'importar']"
amando comprar shein inicio tudo certinho produtos entregue dentro prazo nao problema pontos frete gratis agora amor deus ta dando dor cabeca quase desistindo comprar nessa loja,anger,negative,"['amar', 'comprar', 'shein', 'inicio', 'certinho', 'produto', 'entregar', 'dentro', 'prazo', 'nao', 'problema', 'ponto', 'frete', 'gratis', 'agora', 'dar', 'dor', 'cabeca', 'quase', 'desistir', 'comprar', 'loja']"
fiz devolucao faz dois meses ate agora nao recebi reembolso ja entrei contato varias vezes nenhuma resposta perdi valor dinheiro grande pois fiz devolucao tudo certo ainda chegou armazem porem nada dinheiro,disgust,negative,"['fiz', 'fazer', 'mês', 'agora', 'recebi', 'reembolso', 'entrar', 'contato', 'vario', 'vez', 'resposta', 'perdi', 'valor', 'dinheiro', 'grande', 'fiz', 'devolucao', 'certo', 'ainda', 'chegar', 'armazer', 'por', 'dinheiro']"
app apresentando muitos problemas nao atualizar status pedidos ja atualizei aplicativo nao pedidos nao chega data marcada sempre chega atrasado consigo rastrear correios verdade aplicativo ja bom hj dia,disgust,negative,"['app', 'apresentar', 'problema', 'atualizar', 'status', 'pedido', 'aplicativo', 'pedido', 'chegar', 'data', 'marcar', 'sempre', 'chegar', 'atrasar', 'consigo', 'rastrear', 'verdade', 'aplicativo', 'bom', 'dia']"
fiz duas compras ate hoje nao entraram contato comigo entregar segundo pedido segundo rastreador distribuidora alfandega ja paguei produto gostaria receber menos dinheiro paguei,disgust,negative,"['fiz', 'compra', 'hoje', 'nao', 'entrar', 'contato', 'comigo', 'entregar', 'segundo', 'pedido', 'segundo', 'rastreador', 'alfandegar', 'paguei', 'produto', 'gostar', 'receber', 'dinheiro', 'paguei']"
aplicativo perfeito seguro caso encomenda nao vir so voce chorar mentira voce pode fazer reembolso dinheiro voltar encomodar dando estrelas conta taxa absurdo encomendas baixo preco,sadness,positive,"['aplicativo', 'perfeito', 'seguro', 'caso', 'encomenda', 'vir', 'so', 'voce', 'chorar', 'mentira', 'voce', 'poder', 'fazer', 'reembolso', 'dinheiro', 'voltar', 'encomodar', 'dar', 'estrela', 'contar', 'taxa', 'absurdo', 'encomenr', 'baixo', 'preco']"
aplicativo otimo chega tudo certinho voce quiser trocar maioria produtos pode alem disso casos reembolso bem facinho mandarem amo comprar shein,happiness,positive,"['aplicativo', 'otimo', 'chegar', 'certinho', 'voce', 'querer', 'trocar', 'maioria', 'produto', 'poder', 'aler', 'caso', 'reembolso', 'bem', 'facinho', 'mandar', 'amo', 'comprar', 'shein']"
ainda tentando adaptar pois mtas vezes ja errei tamanho questao disso prefiro loja fisica porem aplicativo mto barato n vende so roupa acho vale pena,happiness,positive,"['ainda', 'tentar', 'adaptar', 'pois', 'mta', 'vez', 'errar', 'tamanho', 'questao', 'prefiro', 'loja', 'fisico', 'por', 'aplicativo', 'barato', 'vender', 'roupa', 'achar', 'valer', 'pena']"
nao acredito nesse app nao jeito ultimas comprar fiz duas blusas banco preto ate hj nao recebi ficaram presas aeroporto aconselho comprar preferivel comprar apps nacionais sao garantidos,anger,negative,"['acreditar', 'app', 'nao', 'jeito', 'ultimas', 'comprar', 'fiz', 'blusa', 'banco', 'preto', 'recebi', 'ficar', 'presas', 'aeroporto', 'aconselho', 'comprar', 'preferivel', 'comprar', 'apps', 'nacional', 'garantir']"
