content_traduzido,sentiment,sentiment_polarity
a variedade de produtos precos etc sao bons o que me incomoda muito e o aplicativo em si o touch nao funciona direito as vezes demora muito ou simplesmente nao carrega minha pesquisa mesmo pesquisas de palavra so tipo chaveiro o app fica poluindo a pagina com recomendacoes de produto de outras pesquisas anteriores ou simplesmente a pagina fica em looping aparecem ou produtos diferentes e depois comecam a repetir os mesmos produtos das mesmas lojas pra sempre rosto exalando rosto exalando rosto exalando,anger,negative
minhas compras sempre sao pela shopee os cupons de fretes gratis ajudam o app em si trava bastante e e lento no mais e mega eficiente e atende minhas necessidades precisa melhorar sistema de troca de produtos quando a compra e de mais de um na mesma loja e ha necessidade de devolver uma ou outra peca e nao todas,sadness,positive
todas as compras que fiz ate agr foram entregues em perfeito estado e sem danos ou erros nos produtos so tive problemas com a entrega de alguns produtos o app entrega uma variedade de produtos acessiveis e cupons de desconto que agregam demais na compra ta sendo muito util esse app,sadness,positive
minha experiencia foi incrivel consegui achar varias coisas que eu gosto e varios cupons de desconto a lojas mto boas e com produtos excelentes recomendo porem acho que os cupons expiram rapido e os fretes sao caros demais as vezes mas nem tudo sao flores nao e mesmo eu recomendo do mesmo jeito,sadness,positive
o aplicativo e razoavel as compras dependendo do vendedor sao entregues rapidamente e tudo corre bem mas o maior ponto negativo e a impossibilidade de excluir recomendacoes pois constantemente surgem anuncios de produtos eroticos que nunca sequer pesquisei ou cliquei sao produtos que nunca tive menor interesse e que sem duvida seria muito ruim se uma crianca visse coisas do tipo livremente enquanto busca por um brinquedo por exemplo deveriam ter trabalhado nisso ha tempos,disgust,negative
acho o app em si otimo e tranquilo de usar porem muitas coisas poderiam melhorar ofrete que poderia ser unico independentemente de comprar em lojas diferentes como e em alguns apps parecidos ate mesmo comprando no mesmo vendedor produtos diferente por exemplo o preco do frete aumenta e muito quase metade da compra e frete os cupons poderiam ser mais generosos e diversificados alem do frete gratis o sistema de pontos e bem fraquinho chega a ser quase insignificante,disgust,negative
fiz compras realizei o pagamento via pix no mesmo boleto cancelei a compra e fui reembolsada por apenas isso ja tem mes dizem estar com erro na conta como pode ter erro se um deles foi devolvido sem problema mes tentando receber meu reembolso e nada toda hora pedem pra fazer atualizacao e a data de devolucao so aumenta estou decepcionada com o app ultimamente,anger,negative
o aplicativo e otimo pela variedade de produtos e precos maioria das coisas sao bem mais baratas do que em outros aplicativos e eu nao tenho o que reclamar dos preco sao otimos o unico ponto negativo e o tempo de chegada das compras apesar de nn serem tao longos fica atras de outros sites de vendas de produtos mas muitas vezes isso nn depende deles e sim dos vendedores entao eu relevo enfim um otimo aplicativo para compras,sadness,positive
a shopee e uma das melhores loja virtual para compras possui uma diversidade e variedade fantastica de produtos os precos sao muito justos politica de troca devolucao funcionam muito bem e rapido sendo justo com vendedor e comprador diversas formas de pagamento eu adoro comprar na shopee,happiness,positive
amei comprar na shopee primeiro pela facilidade pra se fazer compras tambem pelos cupons de frete que e muuito bom a entregas super certinhas que chegam antes dos prazos e fora a infinidade de opcoes de compras que tonam acessivel pra muita gente coisas que nao seriam faceis de ser compradas se nao fosse a shopee unicos pontos negativos poderia ter a opcao de tela escura e os cupons de frete poderiam cobrir o frete inteiro e nao so uma parte do frete quando se compra mais de um produto,sadness,positive
usei a shopee ate o momento somente para comprar jogos de consoles mais antigos desde que comecei a comprar ano passado consegui dar uma aumentada boa no meu catalogo de jogos de ps o site sempre tem bastante cupons de descontos de frete e ate mesmo frete gratis nunca tive problemas com pedidos nao entregues e tudo sempre veio dentro do prazo e bem embalado excelente plataforma,happiness,positive
o app e otimo tem varias promocoes os produtos sao em conta o sistema so possui algumas travas demora pra voltar a pagina inicial ou para o produto anterior e tbm demora a carregar acho que e algo que deveria melhorar muito mas ainda sim continuo a usar e super indico a qualquer um,sadness,positive
deveriam corrigir alguns erros de bugs no app que atualiza o feed toda vez sem vc permitir as vezes voce navega em algum anuncio de algum produto e quando volta pro feed em questao de segundos atualizar nao da nem tempo de vizualizar todos os itens porque atualizar instantaneamente,anger,negative
estou tendo dificuldade para entender comprei itens paguei o vendedor entrou em contato pedindo uma taxa paguei a taxa pedido por ele logo em seguida ele fala que o aplicativo esta com problemas a plataforma faz o reembolso e o vendedor fala que tem que mandar o valor das mercadorias para ele fiz o pagamento e em seguida some todas as mensagens acho que pode ser golpe dentro da shopee,fear,negative
decepcionada sinceramente eu amava fazer comprar por q eh de facil navegacao tem frete gratis cupons e moedas mais ultimamente to mt decepcionada em relacao as entregas ja eh o segundo pedido q faco em menos de meses que tenho problemas em relacao a entrega o podido simplesmente n eh enviado ou quando enviado tempos depois na data da entrega da falha ou seja fico dias na expectativa pra no final nao receber sem contar que dificilmente consigo rastrear os pedidos,anger,negative
o app em si e bom mas trava demais e tambem aparece coisas muito indecentes em materia de roupas eu nunca pesquisei sobre vestidos e aparece sujestoes de pesquisa sobre vestidos e ainda por cima aparece uma mulher com um vestido todo picotado quase sem roupa voces em materia de pureza sao horriveis eu sou um homem que pelo menos tento guardar a pureza quando entro neste app,disgust,negative
boa noite lua crescente estao de parabens entrega das mercadorias com rapidez a unica coisa que a shopee deveria mudar e com relacao ao produto por exemplo caso o produto vier com defeito o cliente reenviar e o vendedor trocar e testar antes de fazer novamente o reenvio boa noite noite estrelada estou satisfeita com a qualidade dos produtos e com a entrega caminhao de entrega nao sao todas mais algumas lojas estao a desejar no meu ponto de vista portanto nao interferem continuarei comprando pois o frete e mais em conta,sadness,positive
otimas opcoes de compra e variedade de preco nunca tive grandes problemas com compras feitas pelo app sendo que apenas uma vez que tive problemas com uma compra pois o produto que veio nao era o da imagem e em menos de h eu recebi o reembolso claro eu acredite que ele pode melhorar ainda mais na interface e organizacao no geral dentro da plataforma sem contar que as vezes trava bastante nao e problema do aparelho particularmente gosto bastante dos cupons de descontos que eles dao,sadness,positive
antigamente as entregas demoravam um pouco mas chegavam agora a entrega e rapida mas quem recebe nao e o comprador voltem pros correios demora um pouco mais porem eu recebo essas transportadoras estao entregando em enderecos errados ou as vezes para vizinhos que voce sequer conhece estou a ponto de excluir a minha conta shopee ja foi bom nao e mais imagina quando o governo colocar as taxas deve ficar pior porque ai vai ser preco alto e servico ruim,disgust,negative
aplicativo bom ja foi muito ruim travava muito ainda trava um pouco e as vezes demora pra carregar itens selecionados e fotos mas conforme as atualizacoes tem melhorado bastante as ultimas experiencias tem sido boas em aspecto geral equipe da shopee sempre atenciosa em todas aspectos e sempre trabalhando nas melhorias,sadness,positive
o app e um dos melhores em questao comprar mas tem chance de nao vir o produto ou esta danificado e ate mesmo trocado nunca me aconteceu dele nao vir ou ser trocado mas ja veio com defeitos o que salva a shopee sao as promocoes incriveis assim como os preco dos produtos se voce procura algo como livros itens esportivos roupa e outros aqui tem e com um valor agradavel se quiser mais barato espere as promocoes que sempre tem junto de um cupom de frete gratis pode melhorar mas ta top,sadness,positive
facil de comprar e muitos cupons mas tem alguns quesitos a melhorar com relacao a trocas pois tem vendedores que agem de ma fe enviando produtos diferentes dos que foram pedidos ou faltando itens que em grande parte das situacoes por ser barato nao compensa a dor de cabeca da troca ou reembolso esses poderiam ser punidos a nao poder mais vender no app,anger,negative
otimo app otimos precos parabens nao estou conseguindo realizar compras ja tem um tempo o app abre nas em seguida vem a mensagem de erro para tentar novamente mais tarde ja fiz todas as tentativas limpar cache e dados desinstalar reiniciar atualizar o aparelho e o app e msm assim n consegui e uma pena q acredito q muitos igual a mim esta tendo esse problema e a shopee q fica perdendo vendas ja estou realizando compras em outros apps,disgust,negative
shopee e tudo de bom e perfeito pra encontrar tudo que voce imaginar com uma infinidade de opcoes pra escolher o produto que vc quer e o preco mais em conta que em lojas fisicas alem de ser tudo muito seguro o suporte e otimo caso precise de reembolso ou atualizacao sobre a compra apesar do rastreio de alguns produtos demorar pra atualizar principalmente se for importado mas sou simplesmente viciada k,happiness,positive
aplicativo muito bom bem intuitivo e facil de se usar mas nao tem otimizacao com o tempo o desempenho cai e trava tudo em relacao aos produtos nota sempre chegaram em perfeito estado procuro me basear em notas e comentarios isso faz bastante diferenca na hora de escolher o que comprar tendo em vista que existem diversos vendedores comercializando praticamente os mesmos produtos,sadness,positive
o app e bem razoavel tem bons precos mercadorias faceis de achar porem quando voce faz mais de e compras acaba cancelado seu pedido sem motivo e de forma automatica pelo sistema sem autorizacao e tambem existem empresas que sao golpes e fazem atrasar seu pedido e procurar por outro produto nao interessado obs cautela pois demoram vir mercadoria em um mes e muito demorado,disgust,negative
no geral e bom entretanto o suporte ao consumidor sac da shopee deixa muito a desejar em alguma ocasioes tive problemas com pagamento no cartao de credito e fiquei por meses sem conseguir comprar por esse meio de pagamento sendo que com a operadora do cartao de credito estava tudo ok outro ponto a ser melhorado e a supervisao da shopee com a atendimento de alguns vendedores demora nas respostas bem como nas questoes relativas ao produto devolucao troca e reembolso,disgust,negative
o app e bom com varias promocoes descontos cupons etc mas os pedidos demoram muito tipo semana num percurso que leva dias no maximo em outras lojas para serem enviados e entregues principalmente os que sao enviados pela shopee xpress entrega padrao o frete e mais barato mas em compensacao o tempo de espera e muito maior,disgust,negative
como um app desse porte faz isso com os clientes ja pesquisei na internet e ja fiz de tudo pra conseguir realizar o pagamento com cartao de credito mas sempre aparece uma mensagem pra tentar novamente encerro aqui meu uso nesse app a concorrencia agradece vi milhares de relatos iguais aos meus entao e uma falta de competencia generalizada,anger,negative
o app nos proporciona otimos precos promocoes e cupons para compra de diversos produtos a facilidade de troca por algo que nao nos foi entregue conforme nossas expectativas e excelente parabens a toda equipe shopee deixei outros apps de compra online de lado agora so fico com voces a navegacao e facil e essa opcao de videos dos recebidos nao tem igual,happiness,positive
shopee era bom antigamente o parcelamento ficou ruim max vezes sem juros nao ganhei mais moedas quando faco compras o frete gratis esta somente para compras acima de reais enfim ja foi bom voce faz uma compra o vendedor programa o envio para um mes depois da compra e o shopee diz que esta certo,anger,negative
sendo bem breve pontos positivos da shoppe e a variedade de produtos que e um dos melhores sites nesta questao pontos negativos e a transparencia em preco e fretes esta marcando uma coisa na pagina principal quando vai no carrinho de compra e outro valor isso acontece no site chines tambem aliexpress isso desanima muito mas dei nota porque acredito que podem melhorar,sadness,positive
nao se consegue ver as fotos quando voce clica nelas fica rodando rodando e as fotos nao aparecem so da para ver a primeira foto que esta no aplicativo sendo assim fica se impossibilitado de ver melhores posicoes do objeto a ser comprado,disgust,negative
otimos produtos de qualidade com variedade de precos e entrega no prazo e um aplicativo muito bom vale muito a pena ser cadastrado na shoppe te da cupons de desconto frete gratis promocoes maravilhosas super recomendo,happiness,positive
o aplicativo tem muitas variedades de produtos por um preco bem acessivel varios cupons de frete gratis porem ultimamente em compras internacionais a gente tem q estar pagando taxa de importacao oque tem me desanimado bastante,sadness,positive
compro sempre e nunca tive problemas mas realizei uma compra internacional no valor de r quatro reais e querem que eu pague taxa de importacao nos correios entrei em contato via site com os correios e eles informam que esse valor nao e taxado e agora o app nao solucionou,sadness,positive
facil manuseio e aplicativo bom de comprar porem para reembolso e atendimento ao cliente pessimo fiz uma compra dia e a loja nao me respondia fiz o cancelamento dia e deram o prazo ate dia para me reembolsar e ja e dia e nada e ja faz dias que a loja nao fica online e preciso do meu dinheiro e o atendimento da shoppe nao serve de nada nem atendente tem decepcao,anger,negative
eu tambem ja informei a shopee que comprei um aparelho de carro da china era usado e dizia que estava em perfeito funcionamento tudo testado etc veio uma sucata em forma de radio e a entrada so usb enferrujado nao funciona o pendrive mandei varias mensagens para a shopee e emails ja faz mais de um mes e a shopee nao responde o direito do consumidor e ate dias e nao tenho respostas me vencendo pelo cancaso tenho videos provando a enificacia do radio,anger,negative
compro a bastante tempo nunca tive problemas entregas ok produtos se com problema geram reembolso sem estresse otimo atendimento claro uma ou lojas deixaram a desejar em algum quesito mas no geral sem reclamacoes otimos espero que continuem assim,happiness,positive
e facil de usar e os precos sao muito bons so gostaria que tivesse um prazo de entrega menor e que os vendedores respondessem sos questionamentos pelo chat acho muito importante manter as perguntas e respostas visiveis pars que todos possam sanar suas duvidas fora isso vale a pena,sadness,positive
melhor loja online que eu compro tudo muito organizado ja veio itens que errado mas creio que nao seja culta da empresa e sim dos terceiros no meu caso de devolucao deu super certo eu postei o produto e no mesmo dia o valor foi devolvido a mim nao tenho queixas sobre a shopee sempre compro sem medo,happiness,positive
demorei pra usar agora uso com frequencia hehehe para melhorar a funcionalidade poderia ter um botao que selecionasse as notificacoes e a gente pudesse excluir depois que a gente se acostuma com o app ele parece bom,happiness,positive
excelente site de comprar melhor do que os outros aplicativos porem o frete nao e grates para todos os produtos eles dao o desconto no valor do frete mesmo assim tem que pagar mesmo assim so compro no shopee pelo menos neste nao passa quase meses para chegar se o produto nao deu certo nao se preocupem eles facilitam a troca como tambem a devolucao do dinheiro podem comprar sem medo e confiar,happiness,positive
a plataforma e muito boa opcao de verificar as resenhas de todos produtos e manter interacao com os vendedores pena que o app trava muito tambem poderiam melhorar as opcoes de navegacao por exemplo para retornar para a pagina inicial de forma mais facil,sadness,positive
ta pessimo so quero excluir os dados do meu cartao e o app nao da essa opcao alias nas configuracoes do cartao nao ha nada cadastrado mas ao finalizar uma eventual compra os dados do cartao aparecem quero excluir ninguem resolve ja falei com varios atendentes ouvidora e ninguem resolve uma coisa tao simples excluir os dados do cartao ate quando vao apenas orientar a esvaziar o cache e reinstalar o app ja fiz isto mil vezes,anger,negative
atendimento pessimo pessoal despreparado nao tem competencia para resolver os problemas melhor eu voltar para o mercadolivre eu indico e bem melhor do que isso aqui chopee nao da atencao aos clientes nao da suporte sem contar o app que e muito ruim fazem dois dias que estou querendo fazer uma compra o chat nao resolve nada incompetentes vamos para o mercado livre maos aplaudindo,anger,negative
bom sempre peco produtos na shopee recomendo ate porem nos ultimos meses a shopee esta sendo relexa com os seus produtos os mandando de qualquer jeito e com algumas marcas esta vindo produtos fora da data prevista antes chegavam antes da data prevista ou ate mesmo na data prevista e vinham perfeitos nao danificou o produto porem tive um produto que veio e de uns dias parou de funcionar triste espero que vejam isso e tenham mais empatia com o consumidor tem tudo para serem um sucesso,disgust,negative
a shopee precisa ser mais rigida em relacao aos envios porque quando a loja nao envia o produto o cliente sai no prejuizo e o prazo para uma possibilidade de resolucao do problema e muito longo entao o cliente que sai prejudicado pois o pedido nao chega e a shopee nao resolve de imediato para o cliente compra o produto em outra loja nao compro mais na shopee frustrada rosto confuso rosto descontente rosto soltando vapor pelo nariz,anger,negative
o app e literalmente perfeito itens baratos acessiveis muitas opcoes agora oque me incomoda e os bugs e tambem trava demais nao sei se e so o meu celular mas acho que nao so nao dou estrelas por isso,sadness,positive
bom porem precisa melhorar entrega e anuncios com mais clareza pois anunciam um valor como se fosse outro nao seria mal negocio usar exemplos de outras plantaformas mercado livre seria um deles anuncios com criterios e clareza fazendo isso alem de nao confundir os clientes nao vao induzi los ao erro em seus produtos pedidos,disgust,negative
gosto muito da shopee tem de tudo e com otimos precos mas o que me incomoda e os prazos e incerto no caso vc vai compra olha o prazo e uma coisa depois que compra e outra ja deixei de comprar por isso por ser muito longo tbm os prazos de entrega,sadness,positive
desgraca de app parece que cada vez piora versao celular e horrivel para vendedor nao da pra gerar etiqueta do produto nao acha minhas fotos de produto na galeria estragou minha taxa de resposta pq diz que tem uma mensagem nao lida quando nao tem nenhuma so passo nervoso e pra piorar ele diz que minha conta ta inativa ha sei la quantos meses sendo que eu ja postei exclui produto respondi cliente so nao uso mais pq nao consigo sem falar que e cheio de bug toda semana inativa minha c,anger,negative
otimo aplicativo com muitas ofertas otimos precos e produtos excelentes so acho que demora muito para fazer o reembolso quando a compra e cancelada agora ja esta bem melhor inclusive as entregas estao mais rapidas,happiness,positive
aplicativo lento pagamento dificil e demorado para processar e quando processa cobra duas vezes seguidas ao solicitar reembolso nao e possivel falar com ninguem e dividem em varias faturas o estorno o que e um absurdo e inexistente total falta de respeito os descontos e frete gratis nao sao veridicos ja que ao aplicar o cupom no final da compra ele apenas diminui o valor,anger,negative
sou nova aqui mas tenho gostado muito muito organizado e facil navegar na plataforma otimos precos e promocoes legais de produtos e frete e so ficar ligado as lojas avaliar desempenho verificar pontuacao do vendedor e comentarios sobre os produtos so melhorou a avaliacao excelente para comprar e precos competitivos e bons nem se fala o frete,happiness,positive
setores bem definidos no app bem como os valores e questoes de frete notas dadas as lojas bem como avaliacoes dos consumidores promocoes constantes e formas de pagamento bem diversificadas ate o momento nao tive problema algum com a shopee somente elogios,happiness,positive
eu tava gostando muito agora nao mais pois os entregadores nao querem entregar em escadaria e estao cancelando os produtos ja aqui em recife sem agente pedir o cancelamento nao compro mais os produtos da china pq agora tem taxa extra pra pagar o que falta e mais organizacao dos entregadores e das lojas pra nao tarem cancelando sem agente pedir,disgust,negative
otimo app de compra o melhor neste ramo tanto compras nacionais quanto internacionais o unico problema e os correios do brasil que demoram muito e consomem com os pacotes correios pior transportadora disparado no mais shoppe express nao decepciona e quando decepciona eles resolvem muito rapido suporte ao consumidor excelente,sadness,positive
gosto muito pq as compras sao seguras qualquer problema e so pedir o reembolso que e feito em menos de h tambem gosto muito que as pessoas sao incentivadas a avaliar entao tudo que vc tem interesse e ja teve alguma compra tera avaliacoes com fotos e videos e da pra ter muita nocao do produto,happiness,positive
o que esta acontecendo atualmente esta sendo ridiculo ha algumas horas antes o app simplesmente parou de ver os produtos e os minigames tbm nao importa aonde eu clique so fica carregando,anger,negative
o problema ja foi resolvido nota,happiness,positive
adorei o aplicativo tem coisas de varias variedades estilos e tudo mais as coisas vem super rapido e e super rapido as entregas por mais que algumas demorem mais algumas coisas vem da china a shopee da varias informacoes sobre a intrega e ainda tem varios jogos para se divertir e ganhar cupom de frete gratis e ainda na primeira compra voce tem um cupom de frete gratis nota maxima,happiness,positive
deixa a desejar na assistencia as opcoes de reembolso nao sao completas fiz um pedido de itens e so chegou solicitei reembolso do pedido que faltou e a shopee me pediu devolucao nao tem como devolver algo que nao chegou ate mim sai no prejuizo a loja se aproveitou da limitacao do app para realizar o reembolso,anger,negative
o app apresenta lentidao pra carregar as vezes do nada trava e reinicia e ultimamente nao estou mais conseguindo avaliar minhas compras quando tento gravar um video direto no app ou enviar da minha galeria o app trava e inicia o processo tudo de novo muito chato ja tentei desinstalar e instalar de novo limpar cache desinstalar outros app mas segue o mesmo problema o que e pessimo porque muita coisa so da pra fazer pelo app,anger,negative
aplicativo pessimo sempre que tento selecionar os itens no carrinho simplesmente nao funciona a tela se move sozinha e demora muito pra atualizar o que dificulta ao selecionar qualquer coisa durante a pesquisa de produtos sempre mostra coisas que nao sao relevantes mesmo quando utilizo filtros e ainda assim muitas vezes nao carrega a pesquisa ja atualizei para a ultima versao do app e sei que o problema nao e o sistema do celular a shopee simplesmente decepciona,anger,negative
sem duvidas muita praticidade nas compras e muita economia sem perder a qualidade produtos entregues dentro do esperado e muitas vezes ate mesmo antes os casos de cancelamento sao bem simples diretos e honestos quando se faz uma boa pesquisa e analisa a melhor opcao os produtos sao de excelente qualidade,happiness,positive
o aplicativo e bom facil de navegar porem nao gostei dessa taxa que pagamos que foi incluida no app para o correio do brasil entregar pois os fretes para trazer para ca ja sao bem altos sem contar que as compras que possuem selo de frete gratis para um determinado preco de compra incluem o preco do frete na hora de pagar mesmo com o selo entao nao achei tao legal,sadness,positive
aplicativo horrivel nao mostra quando o vendedor esta online mesmo ele estando e quando o cliente tenta fazer uma compra aparece a falsa informacao de que o vendedor esta inativo ha muito tempo e com isso o cliente desiste tem que ficar logando pelo computador o tempo inteiro para que a data do ultimo acesso apareca como recente isso e pessimo realmente frustrante,anger,negative
o aplicativo do shopee e eficaz no sentido que tudo que vc procura encontrar por varios precos e opcao de produtos eu falo no sentido de produto novo produto usado entretanto seja porum lado o pelo outro o produto e entregue conforme o anunciado pelo vendedor eu poderia da estrelas mais como podemos sempre evoluir e melhora darei estrelas mais o aplicativo da shopee e bom sem duvidas so tenho agradecer,happiness,positive
app so trava toda hora tem que ficar fechando e abrindo o aplicativo porque o touch para de corresponder do nada e nao importa o que tu faca voce nao consegue sair da pagina em que o aplicativo travou muito ruim e muito mal intuitivo unico ponto bom e a variedade de loja e cupons de preco,anger,negative
tinha muito receio de comprar na shopee e a mercadoria nao ser entregue ou nao gostar dos produtos entao resolvir dar uma chance e estou bem satisfeita os produtos que comprei sao de qualidade e um unico problema que tive na entrega eles resolveram com prontidao recomendo,surprise,positive
de umas semanas pra ca tem acontecido alguns bugs voce desliza o feed ele pisca e volta pro inicio pelo menos duas vezes acabo sempre perdendo o que estava olhando,disgust,negative
adoro comprar na shopee acho super facil e os precos sao otimos mas acho que o atendimento ao publico deixa a desejar quando se trata de uma duvida simples espero que melhore nisso porque o resto esta otimo,sadness,positive
e um app que aparentemente vc fica admirando os precos de tao baixos que sao rosto espantado mas quando vc confirma a compra o valor dobra triplica ate nao acho legal isso rosto zangado pq enganam assim pq nao colocam o preco real prefiro o da shein mil vezes la pelo menos o frete e gratis acima de de reais e mesmo assim tem muita coisa barata que a gente a inda consegue desconto desinstalando so ilusao rosto aborrecido,disgust,negative
aplicativo e sensacional um leque de opcoes e valores porem a entrega e pessima demora muito uma compra dentro do proprio estado demora mais de dias para chegar e quando chega a data vem o informativo q vai demorar mais dias uteis devido a alta demanda e se a mesma for pelo correios entao e sempre cancela devido a demora para chegar ja passou da hora em ter uma transportadora honesta para fazer o servico,anger,negative
o app e muito organizado e os codigos de rastreamento sempre permitem localizar os itens pelos correios muito melhor que o concorrente adoro os cupons de frete gratis as entregas sao super rapidas so tive experiencias positivas no shoppee apenas a navegacao em buscas poderia melhorar no app pq esta bem lento de carregar em bugou e nao abre mais rosto aborrecido,sadness,positive
aplicacao lenta muitos travamentos a cada atualizacao nada muda poderiam adicionar um modo escuro para quem costuma navegar no aplicativo de madrugada fora que tiraram o jogo shopee pets do nada ha um bom tempo nao deram explicacoes e perdi todos os diamantes que juntei,anger,negative
uma pena que algumas lojas anunciam um valor quando vc vai fazer a compra o valor e diferente do anunciado ja aconteceu diversas vezes ja desisti de comprar por esse motivo pq se perde muito tempo procurando realmente quem vende pelo valor anunciado mesmo que coloquem valores ex quando vamos finalizar o valor e a maior,disgust,negative
app esta melhorando bem para acompanhar a compra realizada cuidado com o prazo de entrega tambem se o vendedor nao cumpre com o prazo de envio a shopee cancela a compra e estorna nosso dinheiro achei legal vou continuar acompanhando para melhorar o score,happiness,positive
a shopee ta cada vez mais enganosa fala que o frete acima de em compras e de graca mas eles nao explicam pra quem ta entrando achando que vai pagar barato primeiro que o simbolo do frete gratis pode estar em algumas lojas mas tem loja que chegando no carrinho coloca frete de reais mesmo com cupom alem disso o rastreamento e ridiculo o codigo nunca funciona eles demoram mais de dias para atualizar o rastreamento o app tambem esta muito lento e trava direto pessimo,anger,negative
eu adoro comprar na shopee mais a entrega padrao esta me dando dor de cabeca alguns qdo nao consegue falar com a pessoa por ligacao se manda dizendo que nao achou o cliente tbm peco a vcs da shoopee que na plataforma de endereco tenha a opcao de colocar pelo menos numeros de telefone caso a pessoa tenha dois numeros pra poder ser melhor pro entregadores entrar em contato e tbm no endereco aumentar o espaco de caracteres pra podermos colocar mais informacoes e pessoa que deve procurar,sadness,positive
o app e bom mas o servico terceirizado de entrega e pessimo e se voce nao estiver em casa eles voltam a mercadoria ficando de molho nos centro de distribuicao deles ate o tempo que eles quiserem isso e uma falta de respeito com o cliente e nesse mesmo centro nao ha telefone pra contato o chat e pessimo com poucas opcoes vou receber o que tenho e nao comprarei nisso e quem me perguntar conto essa pessima experiencia,anger,negative
eu gosto de comprar na shopee as vezes fico triste com a questao do cupom porque diz que e frete gratis e quando vou finalizar a compra colocam valores altos de frete mas chega tudo direitinho alguns antes do tempo e alguns vem bem embalado alguns produtos chegam intacto digo alguns porque tem vendedor que e cheio de ma vontade e nao tem capricho nenhum isso precisa ser revisto os reembolsos demoram a plataforma em si e boa mas e cada vendedor que so jesus,sadness,positive
gostei dos cupons de frete mas muita coisa piorou as moedas com curto prazos de validade os pedidos internacionais do prazo de no maximo dias agora sao mais de meses pra chegar fora que ficam atualizando esse prazo estipulado durante o trafego pessimo rastreio outra coisa sobre as moedas e que de pedidos que faco so recebo as moedas referente a uns pedidos e so estou recebendo moedas por avaliacoes off rosto com olhos revirados nao vou mandar email explicando nd vcs sabem o que ta acontecendo,anger,negative
ainda tem muita coisa a melhorar mas o aplicativo e muito bom o sistema de cupons e desconto de fretes podem fazer voce economizar bem ao comprar minha dica e sempre vejam a galera de fotos e videos das compras e a reputacao do vendedor,happiness,positive
otimo aplicativo muito facil de utilizar continuem assim e nas articulacoes so mudem o que estiver dando problema mesmo clientes nao gostam de muito fru fru no aplicativo e sim de praticidade,happiness,positive
gosto muito porem faltam alguns filtros os valores sao competitivos em relacao a apps concorrentes tem muito vendedor desonesto nao aceitem pagar nada fora da plataforma,sadness,positive
ate agora nao tenho o que reclamar sempre tem cupom de frete gratis que vai ate o limite de r mas em das vezes que compro o frete sai gratis entao ta otimo tive uma compra cancelada e o estorno foi feito sem nenhuma burocracia sinto falta da pesquisa por nome da loja pelo menos quando busco determinados nomes nao aparecem as lojas mas de resto tudo tranquilo,sadness,positive
a ideia do aplicativo e boa tem produtos variados mas os fretes sao um absurdo as vezes mais autos que o valor do produto as vezes nem vale a pena comprar os fretes deveriam ser gratis como na shein outro ponto negativo e que o aplicativo precisa ser atualizado esta travando muito,disgust,negative
pessimo mais um vez decepcionada com a shopee apos as ultimas compras pretendo nao continuar com o app ate hoje nao recebi reembolso de uma compra que inclusive no app diz que recebi e agora na ultima compra nao consigo receber mesmo tendo mudado o endereco de entrega antes da finalizacao do pedido,anger,negative
gosto de comprar na shopee da qualidade dos produtos da agilidade na entrega o que me aborrece e quando nao tem o produto escolhido o fornecedor manda qualquer coisa e ainda dificulta a troca ou a devolucao poderia melhorar este processo se utilizo o site para comprar e pq preciso desta praticidade mas gosto muito de tudo o que adquiri atraves da shopee coracao brilhante,sadness,positive
amando comprar via app shopee antes eu me perdia mas agora navego tranquila e so comparar os produtos adoro o sistema de avaliacao ajuda demais a perceber o comprometimento das lojas e pratico otimos precos as vezes o app trava e a coleta de moedas nao esta muito clara para mim ja e meu segundo app de compras favorito quero que seja o primeiro continuem melhorando,happiness,positive
tem bastante novidade e otimos precos e a entrega tem sido rapida embora o cuidado com as mercadorias pelas empresas transportadoras seja pessimo parece que a frase cuidado fragil deixa os caras com raiva e ai eles baguncam propositadamente as caixas chegaram detonadas mas felizmente a shopee tem sido bastante justa e reembolsa so nao dei estrelas por esse detalhe,sadness,positive
gosto muito de olhar o catalogo e fazer compras me sinto num sinto num shopping so tenho um problema com a plataforma frequentemente quando eu saio do aplicativo e volto algum tempo depois o catalogo fica todo em branco e nao carrega nada outras vezes depois de algum tempo no aplicativo quando eu abro um produto a pagina nao carrega me forcando a reiniciar o aplicativo isso atrapalha bastante na experiencia do usuario,disgust,negative
aplicativo possui problemas serios de interface nao permite zoom das paginas e opcao absurda por fontes minusculas e cada vez mais na cor cinza claro pessoas com baixa visao mesmo com so cansaco visual inexistem para os desenvolvedores aplicativo pesado nao suporta demanda tempo absurdo em cliques que nao respondem p minutos obsoleto e irritante alem de propagandas enganosas e farsas com cupons ou descontos ml da show em navegacao amigavel e eficiente azar da tal shopee,anger,negative
a logistica desse app e de suas lojas parceiras precisam ser melhoradas pois no caso do produto que veio errado o cliente nao tem direito a troca e a devolucao e reembolso nem sempre da certo sem contar que nao consegui entrar em contato com nenhum responsavel do app tudo mensagem automatica,disgust,negative
