content_traduzido,sentiment,sentiment_polarity
o app em si e muito bom todas as minhas compras chegaram em perfeito estado e exatamente como eu pedi porem o app tem uma coisa que me deixa intrigada bom a um tempo os produtos tinham o frete quase gratis era extremamente barato porem a um tempo atras eu vim reparando que frete esta ficando meio caro por assim dizer as vezes frete chega a ser triplo do valor do proprio produto e mesmo com cupom desconto ainda deixa desejar mas fora isso aplicativo em si otimo perfeito,sadness,positive
gosto de comprar na shopee por que e tudo barato tem boas opcoes de acessorios e itens diferentes so que alem da interface ser poluida o algoritmo de produtos e pessimo so o fato eu clicar em um produto aleatorio por curiosidade o app comeca a recomenda lo constantemente sendo que eu nem quero saber mais dele pior nao tem um botao nao interessado para remover essas recomendacoes,sadness,positive
tipo antes o aplicativo era mais acesivel e mais pratico de usar e as compras eram facil de encontrar mas o aplicativo esta deixando muito a desejar pois toda vez que procuro pelo produto nunca encontro a lupa sempre aparece tentar novamente mesmo quando uso palavras chaves ou procuro algo simples que sei que tem no app e a minha conexao esta otima tudo certo so o app nunca aparece oq peco demora demais para aparecer as coisas rosto desapontado polegar para baixo,sadness,positive
adoro essa plataforma bem completa e segura para minhas compras utilitarias no conforto do lar tem praticamente tudo que busco ou preciso sempre se inovando atualizando tanto nas opcoes de vendas como na melhoria continua do aplicativo em seu atendimento e suporte destaque tambem nos cupons de frete gratis que estao sempre disponiveis a todo momento ponto este extramamente importante e satisfatorio pois nos motiva a realizar mais pedidos,happiness,positive
gosto do app porem ele trava muito nao estou conseguindo apagar os dados do meu cartao de credito mesmo entrando na aba de configuracao ja entrei em contato com o pessoal da central segui orientacoes e nao houve exito mostra como se nao houvesse cartao instalado mas quando faco uma simulacao do pagamento de uma mercadoria os cartoes usados aparecem acho isso errado conheco gente que ja teve seus dados clonados ja fiz muitas compras pelo app mas tenho me sentindo insegura ultimamente,fear,negative
e o melhor e mais acessivel app de compras que conheco os precos sao otimos e a variedade de produtos melhor ainda so alguns bugs no app que incomoda bastante ele trava muitoo as vezes notifica que o nosso pedido chegou sem ter chegado ainda dai tenho aguardar mais um pouco pra ver se chega o pedido ou se preciso fazer reembolso incomoda muito melhorem isso por favor,sadness,positive
bom por enquanto avalio em estrelas o app e realmente muito bom ja utilizo ha alguns meses porem nesses ultimos dias notei um bug o touch do app e pessimo no meio de uma compra ele trava e so destrava quando fecho o app abro novamente nao falha do aparelho pois testei em outros telefones ocorreu a mesma coisa entao para ser perfeito poderiam so fazer alguns ajustes em relacao ao touch restante esta maravilhosoo um dos melhores que ja vi apesar da falha,sadness,positive
gostei muito do app fiz compras chegaram rapido para uma compra internacional tudo certo e ainda barato infelizmente os precos de frete aumentaram tirando todo o proposito da loja shopee era um lugar onde voce comprava de tudo e geralmente coisa pequenas coisas legais mas com o preco do frete nao vale mais a pena infelizmente agora muitas entregas sao feitas com transportadoras e incrivelmente conseguem ser piores do que os correios,anger,negative
otimo app mas deveria voltar a frete gratis eu adoro comprar aqui ha mtas promocoes legais e maior parte dos produtos aqui sao mais baratos q em outros lugares ao comparar preco aqui e o melhor lugar para se comprar ah mais um detalhe sereia bom ter a opcao de comprar com cartao de credito isso seria perfeito uma coisa que nao tem e poder fazer perguntas ao vendedor sem antes isso negativo poder tirar as duvidas so depois da compra rosto neutro rosto neutro rosto neutro,sadness,positive
atualmente em o app e um dos melhores porem poderia de alguma forma ter um aviso a respeito de produtos comprados no exterior com a possibilidade de serem taxados como ja aconteceu comigo tive a devolucao do dinheiro porem gostaria ter o produto e em relacao demora nas entregas esta demorando muito na minha regiao e o app por ser uma empresa poderia entrar em contato com governo brasileiro para melhorar mais infraestrutura para as compras chegar mais rapido aos clientes,sadness,positive
o app nao habilita o botao confirmar pra finalizar o pagamento da compra e nao diz porque simplesmente trava ali e fica avisando que devemos concluir pagamento dai tento de novo e trava ali oposto da praticidade da intuicao quando se quer ampliar a imagem de um produto so clicar nela app fica mostrando como se fosse abrir a imagem maior mas nao abre nunca lamentavel,anger,negative
gosto muito do app e atualmente so faco compras aqui pois os valores sao mais acessiveis particularmente nao gosto dos mini jogos eles deixam o app pesado e trava mas os maiores problemas para mim sao os entregadores que sao muito irresponsaveis e mal educados o atendimento online da shopee que nunca resolve nada o cancelamento que so pode ser feito antes do vendedor aceitar pedido prazo de postagem muito demorado da pra melhorar mas recomendo,sadness,positive
a plataforma em si melhorou bastante ao decorrer do tempo traz bastante facilidade agilidade e seguranca ao encontrar e comprar algum produto poderia ter uma area para colocar algo que gostamos mas nao queremos colocar no carrinho ainda ao inves de enche lo de coisas ou ate mesmo nao colocar o produto para nao atrapalhar a compra,sadness,positive
app mto bom so erra na entrega fiz uma compra internacional ja faz meses e ate agr nada toda vez que chega na data para perdir reembolso o app vai e atualiza a data limite nunca dando uma dada certa e olha que minha compra ta aqui no meu pais mais de dois meses nada maldit hora que essa encomenda caiu nos correios de curitiba pt entao sim para uma futura melhoria mais conectividade com o criente os entregadores pq na hora de pagar taxa eles foram rapidos,anger,negative
ja fiz muitas compras tive problemas com algumas compras mas o reembolso nunca foi recebido eu ja entrei em contato por meses nunca recebi perdi mais de em apenas produto no sistema consta uma informacao na minha agencia bancaria nao tem nenhum reembolso paguei por algo que nunca recebi decepcao e cada dia recebemos menos cupons menos descontos mais frete produtos mais caros e de baixa qualidade demora para entregar decepcao e a palavra certa,anger,negative
o app em si e bom acessivel as entregas sao super rapidas os produtos dentro dos conformes nunca me arrependi de nada que comprei pois veio tudo em perfeito estado e nem nunca fui enganada porem de uns dias pra ca ele vem apresentando um problema de quando a gente acessa um produto e quer comprar eles cobram um valor absurdo a mais valores esses que alguns custam o triplo do valor do produto,sadness,positive
gosto muito de compra na shoopee precos acessiveis cupom bom produtos variaves a shopee so podia melhora na logistica de entrega pois mesmo alguns produtos sendo nacionais a demora e muito grande salientando que estamos em um epoca que nao temos tempo sobrando poderiam adota medidas de entrega como varios concorrentes ja tem exemplo mercado livre e melhora o app pois apresenta alguns bugs,sadness,positive
e muito bom comprar na shopee o maior problema e que ha muitos anuncios que misturam varios produtos em um anuncio so isso pode gerar confusao e induzir a comprar um produto errado ha anuncios que prometem frete gratis mas quando finaliza a compra nao da o frete gratis bom comprar na shopee mas tem muito a melhorar,sadness,positive
faco compras a muito tempo na plataforma e so tenho elogios pra fazer e extremamente acessivel os produtos e servicos do app consigo acompanhar minha compra em tempo real alem disso o aplicativo melhorou bastante quanto a questao dos travamentos obs as vezes a transportadora que nao das melhores deixa desejar na entrega,sadness,positive
gosto muito da shopee consigo encontrar produtos com precos excelentes e pegar frete gratis ou frete com desconto gosto das ofertas relampago que alem da oferta eu acabo descobrindo produtos novos a entrega as vezes demora as vezes nao mas nao me importo muito e possivel monitorar onde esta o produto e esta sempre atualizado certinho o melhor de tudo o sistema de avaliacao da compra ao avaliar vc ganha moedas para futuros descontos assim muita gente avalia tira fotos dos produtos,happiness,positive
aplicativo bastante amigavel e eficiente diferentemente dos demais na confirmacao de recebimento do pedido ja possui varias opcoes para usuario dentre eles a avaliacao que e bastante breve agregando facilitador de foto e de video que no mesmo ato aciona a camera do celular envia dispensando se do tradicional filmagem em separado depois enviar como anexo neste aplicativo num ato so ja conclui tudo parabens ao desenvolvedor,happiness,positive
as entregas melhoraram consideravelmente nas ultimas compras infelizmente os remendos que a equipe de programacao faz no aplicativo somente tem gerado mais bugs ultimamente tem sido ridiculo tentar usar os jogos e tambem navegar usando o app descarta se totalmente o uso de suporte tecnico apenas respostas prontas que muitas vezes nao tem nem relacao com o problema lamentavel,disgust,negative
pra mim simplesmente a melhor plataforma de e commerce do brasil quero destacar a livre interacao vendedores compradores onde ambos tem liberdade de textos e arquivos isso nao apenas facilita muito as negociacoes e quaisquer duvidas que as partes tenham no processo antes durante depois mas tambem evita muito estresse manobras mirabolantes pra que se consiga dialogar entre as partes sem qualquer eficiencia,happiness,positive
a variedade de produtos precos etc sao bons o que me incomoda muito e o aplicativo em si o touch nao funciona direito as vezes demora muito ou simplesmente nao carrega minha pesquisa mesmo pesquisas de palavra so tipo chaveiro app fica poluindo a pagina com recomendacoes de produto outras pesquisas anteriores ou simplesmente a pagina fica em looping aparecem ou produtos diferentes e depois comecam repetir os mesmos produtos das mesmas lojas pra sempre rosto exalando rosto exalando rosto exalando,anger,negative
minhas compras sempre sao pela shopee os cupons de fretes gratis ajudam o app em si trava bastante e lento no mais e mega eficiente e atende minhas necessidades precisa melhorar sistema de troca de produtos quando a compra mais um na mesma loja ha necessidade devolver uma ou outra peca nao todas,sadness,positive
todas as compras que fiz ate agr foram entregues em perfeito estado e sem danos ou erros nos produtos so tive problemas com a entrega de alguns produtos o app entrega uma variedade de produtos acessiveis e cupons de desconto que agregam demais na compra ta sendo muito util esse app,sadness,positive
minha experiencia foi incrivel consegui achar varias coisas que eu gosto e varios cupons de desconto a lojas mto boas e com produtos excelentes recomendo porem acho que os cupons expiram rapido e os fretes sao caros demais as vezes mas nem tudo sao flores nao mesmo eu recomendo do mesmo jeito,sadness,positive
o aplicativo e razoavel as compras dependendo do vendedor sao entregues rapidamente e tudo corre bem mas o maior ponto negativo e a impossibilidade de excluir recomendacoes pois constantemente surgem anuncios de produtos eroticos que nunca sequer pesquisei ou cliquei sao produtos que nunca tive menor interesse que sem duvida seria muito ruim se uma crianca visse coisas do tipo livremente enquanto busca por um brinquedo por exemplo deveriam ter trabalhado nisso ha tempos,disgust,negative
acho o app em si otimo e tranquilo de usar porem muitas coisas poderiam melhorar ofrete que poderia ser unico independentemente de comprar em lojas diferentes como e em alguns apps parecidos ate mesmo comprando no mesmo vendedor produtos diferente por exemplo o preco do frete aumenta e muito quase metade da compra frete os cupons poderiam ser mais generosos diversificados alem do frete gratis o sistema de pontos bem fraquinho chega a ser quase insignificante,disgust,negative
fiz compras realizei o pagamento via pix no mesmo boleto cancelei a compra e fui reembolsada por apenas isso ja tem mes dizem estar com erro na conta como pode ter erro se um deles foi devolvido sem problema mes tentando receber meu reembolso e nada toda hora pedem pra fazer atualizacao e a data de devolucao so aumenta estou decepcionada com o app ultimamente,anger,negative
o aplicativo e otimo pela variedade de produtos e precos maioria das coisas sao bem mais baratas do que em outros aplicativos e eu nao tenho o que reclamar dos preco sao otimos o unico ponto negativo tempo de chegada das compras apesar de nn serem tao longos fica atras outros sites vendas produtos mas muitas vezes isso nn depende deles sim dos vendedores entao eu relevo enfim um otimo aplicativo para compras,sadness,positive
a shopee e uma das melhores loja virtual para compras possui uma diversidade e variedade fantastica de produtos os precos sao muito justos politica de troca devolucao funcionam muito bem e rapido sendo justo com vendedor comprador diversas formas de pagamento eu adoro comprar na shopee,happiness,positive
amei comprar na shopee primeiro pela facilidade pra se fazer compras tambem pelos cupons de frete que e muuito bom a entregas super certinhas que chegam antes dos prazos e fora a infinidade de opcoes de compras que tonam acessivel pra muita gente coisas nao seriam faceis ser compradas se nao fosse a shopee unicos pontos negativos poderia ter opcao tela escura e os cupons frete poderiam cobrir o frete inteiro nao so uma parte do quando se compra mais um produto,sadness,positive
usei a shopee ate o momento somente para comprar jogos de consoles mais antigos desde que comecei a comprar ano passado consegui dar uma aumentada boa no meu catalogo de jogos de ps o site sempre tem bastante cupons descontos frete e ate mesmo frete gratis nunca tive problemas com pedidos nao entregues e tudo sempre veio dentro do prazo e bem embalado excelente plataforma,happiness,positive
o app e otimo tem varias promocoes os produtos sao em conta o sistema so possui algumas travas demora pra voltar a pagina inicial ou para o produto anterior e tbm demora a carregar acho que e algo que deveria melhorar muito mas ainda sim continuo a usar super indico qualquer um,sadness,positive
deveriam corrigir alguns erros de bugs no app que atualiza o feed toda vez sem vc permitir as vezes voce navega em algum anuncio de algum produto e quando volta pro feed em questao de segundos atualizar nao da nem tempo vizualizar todos os itens porque atualizar instantaneamente,anger,negative
estou tendo dificuldade para entender comprei itens paguei o vendedor entrou em contato pedindo uma taxa paguei a taxa pedido por ele logo em seguida ele fala que o aplicativo esta com problemas a plataforma faz o reembolso e vendedor fala que tem que mandar valor das mercadorias para ele fiz pagamento e em seguida some todas as mensagens acho pode ser golpe dentro da shopee,fear,negative
decepcionada sinceramente eu amava fazer comprar por q eh de facil navegacao tem frete gratis cupons e moedas mais ultimamente to mt decepcionada em relacao as entregas ja eh o segundo pedido q faco em menos de meses que tenho problemas em relacao a entrega o podido simplesmente n eh enviado ou quando enviado tempos depois na data da entrega da falha ou seja fico dias na expectativa pra no final nao receber sem contar que dificilmente consigo rastrear os pedidos,anger,negative
o app em si e bom mas trava demais e tambem aparece coisas muito indecentes em materia de roupas eu nunca pesquisei sobre vestidos e aparece sujestoes de pesquisa sobre vestidos ainda por cima aparece uma mulher com um vestido todo picotado quase sem roupa voces em materia de pureza sao horriveis eu sou um homem que pelo menos tento guardar a pureza quando entro neste app,disgust,negative
boa noite lua crescente estao de parabens entrega das mercadorias com rapidez a unica coisa que a shopee deveria mudar e com relacao ao produto por exemplo caso o produto vier com defeito o cliente reenviar e o vendedor trocar e testar antes de fazer novamente reenvio boa noite estrelada estou satisfeita a qualidade dos produtos entrega caminhao de entrega nao sao todas mais algumas lojas estao desejar no meu ponto vista portanto nao interferem continuarei comprando pois frete mais em conta,sadness,positive
otimas opcoes de compra e variedade de preco nunca tive grandes problemas com compras feitas pelo app sendo que apenas uma vez que tive problemas com uma compra pois o produto que veio nao era o da imagem e em menos de h eu recebi o reembolso claro eu acredite ele pode melhorar ainda mais na interface e organizacao no geral dentro da plataforma sem contar as vezes trava bastante nao problema do aparelho particularmente gosto bastante dos cupons descontos eles dao,sadness,positive
antigamente as entregas demoravam um pouco mas chegavam agora a entrega e rapida mas quem recebe nao e o comprador voltem pros correios demora um pouco mais porem eu recebo essas transportadoras estao entregando em enderecos errados ou as vezes para vizinhos que voce sequer conhece estou a ponto de excluir a minha conta shopee ja foi bom nao e mais imagina quando o governo colocar as taxas deve ficar pior porque ai vai ser preco alto servico ruim,disgust,negative
aplicativo bom ja foi muito ruim travava muito ainda trava um pouco e as vezes demora pra carregar itens selecionados e fotos mas conforme as atualizacoes tem melhorado bastante as ultimas experiencias tem sido boas em aspecto geral equipe da shopee sempre atenciosa em todas aspectos e sempre trabalhando nas melhorias,sadness,positive
o app e um dos melhores em questao comprar mas tem chance de nao vir o produto ou esta danificado e ate mesmo trocado nunca me aconteceu dele nao vir ou ser trocado mas ja veio com defeitos o que salva a shopee sao as promocoes incriveis assim como os preco dos produtos se voce procura algo como livros itens esportivos roupa e outros aqui tem com um valor agradavel se quiser mais barato espere as promocoes que sempre tem junto de um cupom de frete gratis pode melhorar mas ta top,sadness,positive
facil de comprar e muitos cupons mas tem alguns quesitos a melhorar com relacao a trocas pois tem vendedores que agem de ma fe enviando produtos diferentes dos que foram pedidos ou faltando itens que em grande parte das situacoes por ser barato nao compensa a dor de cabeca da troca ou reembolso esses poderiam ser punidos nao poder mais vender no app,anger,negative
otimo app otimos precos parabens nao estou conseguindo realizar compras ja tem um tempo o app abre nas em seguida vem a mensagem de erro para tentar novamente mais tarde ja fiz todas as tentativas limpar cache e dados desinstalar reiniciar atualizar o aparelho e o app e msm assim n consegui uma pena q acredito q muitos igual a mim esta tendo esse problema a shopee q fica perdendo vendas ja estou realizando compras em outros apps,disgust,negative
shopee e tudo de bom e perfeito pra encontrar tudo que voce imaginar com uma infinidade de opcoes pra escolher o produto que vc quer e o preco mais em conta que em lojas fisicas alem de ser tudo muito seguro o suporte otimo caso precise reembolso ou atualizacao sobre a compra apesar do rastreio alguns produtos demorar pra atualizar principalmente se for importado mas sou simplesmente viciada k,happiness,positive
aplicativo muito bom bem intuitivo e facil de se usar mas nao tem otimizacao com o tempo o desempenho cai e trava tudo em relacao aos produtos nota sempre chegaram em perfeito estado procuro me basear em notas e comentarios isso faz bastante diferenca na hora de escolher o que comprar tendo vista que existem diversos vendedores comercializando praticamente os mesmos produtos,sadness,positive
o app e bem razoavel tem bons precos mercadorias faceis de achar porem quando voce faz mais de e compras acaba cancelado seu pedido sem motivo e de forma automatica pelo sistema sem autorizacao tambem existem empresas que sao golpes fazem atrasar seu pedido procurar por outro produto nao interessado obs cautela pois demoram vir mercadoria em um mes muito demorado,disgust,negative
no geral e bom entretanto o suporte ao consumidor sac da shopee deixa muito a desejar em alguma ocasioes tive problemas com pagamento no cartao de credito e fiquei por meses sem conseguir comprar por esse meio de pagamento sendo que com a operadora do cartao de credito estava tudo ok outro ponto a ser melhorado e supervisao da shopee com atendimento alguns vendedores demora nas respostas bem como nas questoes relativas ao produto devolucao troca reembolso,disgust,negative
o app e bom com varias promocoes descontos cupons etc mas os pedidos demoram muito tipo semana num percurso que leva dias no maximo em outras lojas para serem enviados e entregues principalmente os que sao enviados pela shopee xpress entrega padrao o frete e mais barato mas em compensacao o tempo de espera muito maior,disgust,negative
como um app desse porte faz isso com os clientes ja pesquisei na internet e ja fiz de tudo pra conseguir realizar o pagamento com cartao de credito mas sempre aparece uma mensagem pra tentar novamente encerro aqui meu uso nesse app a concorrencia agradece vi milhares de relatos iguais aos meus entao e uma falta competencia generalizada,anger,negative
o app nos proporciona otimos precos promocoes e cupons para compra de diversos produtos a facilidade de troca por algo que nao nos foi entregue conforme nossas expectativas e excelente parabens a toda equipe shopee deixei outros apps de compra online lado agora so fico com voces a navegacao e facil essa opcao videos dos recebidos nao tem igual,happiness,positive
shopee era bom antigamente o parcelamento ficou ruim max vezes sem juros nao ganhei mais moedas quando faco compras o frete gratis esta somente para compras acima de reais enfim ja foi bom voce faz uma compra o vendedor programa envio para um mes depois da compra e shopee diz que esta certo,anger,negative
sendo bem breve pontos positivos da shoppe e a variedade de produtos que e um dos melhores sites nesta questao pontos negativos e a transparencia em preco fretes esta marcando uma coisa na pagina principal quando vai no carrinho de compra outro valor isso acontece no site chines tambem aliexpress isso desanima muito mas dei nota porque acredito que podem melhorar,sadness,positive
nao se consegue ver as fotos quando voce clica nelas fica rodando e as fotos nao aparecem so da para ver a primeira foto que esta no aplicativo sendo assim fica se impossibilitado de ver melhores posicoes do objeto a ser comprado,disgust,negative
otimos produtos de qualidade com variedade de precos e entrega no prazo e um aplicativo muito bom vale muito a pena ser cadastrado na shoppe te da cupons de desconto frete gratis promocoes maravilhosas super recomendo,happiness,positive
o aplicativo tem muitas variedades de produtos por um preco bem acessivel varios cupons de frete gratis porem ultimamente em compras internacionais a gente tem q estar pagando taxa de importacao oque tem me desanimado bastante,sadness,positive
compro sempre e nunca tive problemas mas realizei uma compra internacional no valor de r quatro reais e querem que eu pague taxa de importacao nos correios entrei em contato via site com os correios e eles informam que esse valor nao taxado agora o app nao solucionou,sadness,positive
facil manuseio e aplicativo bom de comprar porem para reembolso e atendimento ao cliente pessimo fiz uma compra dia e a loja nao me respondia fiz o cancelamento dia deram o prazo ate dia para me reembolsar ja nada ja faz dias que a loja nao fica online preciso do meu dinheiro o atendimento da shoppe nao serve de nada nem atendente tem decepcao,anger,negative
eu tambem ja informei a shopee que comprei um aparelho de carro da china era usado e dizia que estava em perfeito funcionamento tudo testado etc veio uma sucata em forma de radio e a entrada so usb enferrujado nao funciona o pendrive mandei varias mensagens para a shopee e emails ja faz mais de um mes shopee nao responde o direito do consumidor ate dias nao tenho respostas me vencendo pelo cancaso tenho videos provando enificacia do radio,anger,negative
compro a bastante tempo nunca tive problemas entregas ok produtos se com problema geram reembolso sem estresse otimo atendimento claro uma ou lojas deixaram a desejar em algum quesito mas no geral sem reclamacoes otimos espero que continuem assim,happiness,positive
e facil de usar e os precos sao muito bons so gostaria que tivesse um prazo de entrega menor e que os vendedores respondessem sos questionamentos pelo chat acho muito importante manter as perguntas respostas visiveis pars que todos possam sanar suas duvidas fora isso vale a pena,sadness,positive
melhor loja online que eu compro tudo muito organizado ja veio itens que errado mas creio que nao seja culta da empresa e sim dos terceiros no meu caso de devolucao deu super certo eu postei o produto e no mesmo dia o valor foi devolvido a mim nao tenho queixas sobre a shopee sempre compro sem medo,happiness,positive
demorei pra usar agora uso com frequencia hehehe para melhorar a funcionalidade poderia ter um botao que selecionasse as notificacoes e a gente pudesse excluir depois que a gente se acostuma com o app ele parece bom,happiness,positive
excelente site de comprar melhor do que os outros aplicativos porem o frete nao e grates para todos os produtos eles dao o desconto no valor do frete mesmo assim tem que pagar mesmo assim so compro no shopee pelo menos neste nao passa quase meses para chegar se o produto nao deu certo se preocupem eles facilitam a troca como tambem a devolucao do dinheiro podem comprar sem medo e confiar,happiness,positive
a plataforma e muito boa opcao de verificar as resenhas de todos produtos e manter interacao com os vendedores pena que o app trava muito tambem poderiam melhorar as opcoes de navegacao por exemplo para retornar para a pagina inicial forma mais facil,sadness,positive
ta pessimo so quero excluir os dados do meu cartao e o app nao da essa opcao alias nas configuracoes do cartao nao ha nada cadastrado mas ao finalizar uma eventual compra os dados do cartao aparecem quero excluir ninguem resolve ja falei com varios atendentes ouvidora e ninguem resolve uma coisa tao simples excluir os dados ate quando vao apenas orientar a esvaziar o cache e reinstalar o app ja fiz isto mil vezes,anger,negative
atendimento pessimo pessoal despreparado nao tem competencia para resolver os problemas melhor eu voltar para o mercadolivre eu indico e bem melhor do que isso aqui chopee nao da atencao aos clientes nao da suporte sem contar o app que e muito ruim fazem dois dias que estou querendo fazer uma compra o chat resolve nada incompetentes vamos para mercado livre maos aplaudindo,anger,negative
bom sempre peco produtos na shopee recomendo ate porem nos ultimos meses a shopee esta sendo relexa com os seus produtos os mandando de qualquer jeito e com algumas marcas esta vindo produtos fora da data prevista antes chegavam antes da data prevista ou ate mesmo na data prevista e vinham perfeitos nao danificou o produto porem tive um produto que veio e de uns dias parou de funcionar triste espero que vejam isso tenham mais empatia com o consumidor tem tudo para serem um sucesso,disgust,negative
a shopee precisa ser mais rigida em relacao aos envios porque quando a loja nao envia o produto o cliente sai no prejuizo e o prazo para uma possibilidade de resolucao do problema e muito longo entao cliente que sai prejudicado pois pedido nao chega e a shopee nao resolve de imediato para cliente compra produto em outra loja compro mais na shopee frustrada rosto confuso rosto descontente rosto soltando vapor pelo nariz,anger,negative
o app e literalmente perfeito itens baratos acessiveis muitas opcoes agora oque me incomoda e os bugs e tambem trava demais nao sei se so o meu celular mas acho que nao so nao dou estrelas por isso,sadness,positive
bom porem precisa melhorar entrega e anuncios com mais clareza pois anunciam um valor como se fosse outro nao seria mal negocio usar exemplos de outras plantaformas mercado livre seria um deles anuncios com criterios e clareza fazendo isso alem de nao confundir os clientes nao vao induzi los ao erro em seus produtos pedidos,disgust,negative
gosto muito da shopee tem de tudo e com otimos precos mas o que me incomoda e os prazos e incerto no caso vc vai compra olha o prazo uma coisa depois que compra outra ja deixei de comprar por isso por ser muito longo tbm os prazos de entrega,sadness,positive
desgraca de app parece que cada vez piora versao celular e horrivel para vendedor nao da pra gerar etiqueta do produto nao acha minhas fotos de produto na galeria estragou minha taxa de resposta pq diz que tem uma mensagem nao lida quando tem nenhuma so passo nervoso e pra piorar ele diz que minha conta ta inativa ha sei la quantos meses sendo eu ja postei exclui produto respondi cliente so uso mais pq consigo sem falar e cheio bug toda semana inativa minha c,anger,negative
otimo aplicativo com muitas ofertas otimos precos e produtos excelentes so acho que demora muito para fazer o reembolso quando a compra e cancelada agora ja esta bem melhor inclusive as entregas estao mais rapidas,happiness,positive
aplicativo lento pagamento dificil e demorado para processar e quando processa cobra duas vezes seguidas ao solicitar reembolso nao e possivel falar com ninguem dividem em varias faturas o estorno o que um absurdo inexistente total falta de respeito os descontos frete gratis nao sao veridicos ja que ao aplicar o cupom no final da compra ele apenas diminui valor,anger,negative
sou nova aqui mas tenho gostado muito organizado e facil navegar na plataforma otimos precos e promocoes legais de produtos e frete so ficar ligado as lojas avaliar desempenho verificar pontuacao do vendedor comentarios sobre os produtos so melhorou a avaliacao excelente para comprar precos competitivos bons nem se fala o frete,happiness,positive
setores bem definidos no app bem como os valores e questoes de frete notas dadas as lojas bem como avaliacoes dos consumidores promocoes constantes e formas de pagamento diversificadas ate o momento nao tive problema algum com a shopee somente elogios,happiness,positive
eu tava gostando muito agora nao mais pois os entregadores nao querem entregar em escadaria e estao cancelando os produtos ja aqui em recife sem agente pedir o cancelamento nao compro mais os produtos da china pq agora tem taxa extra pra pagar o que falta e mais organizacao dos entregadores e das lojas pra tarem cancelando sem agente pedir,disgust,negative
otimo app de compra o melhor neste ramo tanto compras nacionais quanto internacionais o unico problema e os correios do brasil que demoram muito e consomem com os pacotes correios pior transportadora disparado no mais shoppe express nao decepciona e quando decepciona eles resolvem muito rapido suporte ao consumidor excelente,sadness,positive
gosto muito pq as compras sao seguras qualquer problema e so pedir o reembolso que e feito em menos de h tambem gosto muito que as pessoas sao incentivadas a avaliar entao tudo que vc tem interesse e ja teve alguma compra tera avaliacoes com fotos videos da pra ter muita nocao do produto,happiness,positive
o que esta acontecendo atualmente esta sendo ridiculo ha algumas horas antes o app simplesmente parou de ver os produtos e os minigames tbm nao importa aonde eu clique so fica carregando,anger,negative
o problema ja foi resolvido nota,happiness,positive
adorei o aplicativo tem coisas de varias variedades estilos e tudo mais as coisas vem super rapido e super rapido as entregas por mais que algumas demorem mais algumas coisas vem da china a shopee da varias informacoes sobre a intrega e ainda tem varios jogos para se divertir ganhar cupom de frete gratis ainda na primeira compra voce tem um cupom de frete gratis nota maxima,happiness,positive
deixa a desejar na assistencia as opcoes de reembolso nao sao completas fiz um pedido de itens e so chegou solicitei reembolso do pedido que faltou e a shopee me pediu devolucao nao tem como devolver algo que nao chegou ate mim sai no prejuizo a loja se aproveitou da limitacao do app para realizar o reembolso,anger,negative
o app apresenta lentidao pra carregar as vezes do nada trava e reinicia e ultimamente nao estou mais conseguindo avaliar minhas compras quando tento gravar um video direto no app ou enviar da minha galeria o app trava e inicia o processo tudo de novo muito chato ja tentei desinstalar instalar de novo limpar cache desinstalar outros mas segue mesmo problema que pessimo porque muita coisa so da pra fazer pelo,anger,negative
aplicativo pessimo sempre que tento selecionar os itens no carrinho simplesmente nao funciona a tela se move sozinha e demora muito pra atualizar o que dificulta ao selecionar qualquer coisa durante a pesquisa de produtos sempre mostra coisas que nao sao relevantes mesmo quando utilizo filtros e ainda assim muitas vezes nao carrega a pesquisa ja atualizei para ultima versao do app e sei o problema o sistema do celular shopee simplesmente decepciona,anger,negative
sem duvidas muita praticidade nas compras e muita economia sem perder a qualidade produtos entregues dentro do esperado e muitas vezes ate mesmo antes os casos de cancelamento sao bem simples diretos e honestos quando se faz uma boa pesquisa analisa a melhor opcao os produtos sao de excelente qualidade,happiness,positive
o aplicativo e bom facil de navegar porem nao gostei dessa taxa que pagamos que foi incluida no app para o correio do brasil entregar pois os fretes para trazer para ca ja sao bem altos sem contar que as compras possuem selo de frete gratis um determinado preco de compra incluem o preco do frete na hora pagar mesmo com selo entao nao achei tao legal,sadness,positive
aplicativo horrivel nao mostra quando o vendedor esta online mesmo ele estando e quando o cliente tenta fazer uma compra aparece a falsa informacao de que o vendedor esta inativo ha muito tempo e com isso cliente desiste tem que ficar logando pelo computador tempo inteiro para que a data do ultimo acesso apareca como recente isso e pessimo realmente frustrante,anger,negative
o aplicativo do shopee e eficaz no sentido que tudo que vc procura encontrar por varios precos e opcao de produtos eu falo no sentido de produto novo produto usado entretanto seja porum lado o pelo outro o produto e entregue conforme anunciado pelo vendedor eu poderia da estrelas mais como podemos sempre evoluir melhora darei estrelas mais aplicativo da shopee bom sem duvidas so tenho agradecer,happiness,positive
app so trava toda hora tem que ficar fechando e abrindo o aplicativo porque o touch para de corresponder do nada e nao importa o que tu faca voce nao consegue sair da pagina em que aplicativo travou muito ruim e muito mal intuitivo unico ponto bom a variedade de loja cupons de preco,anger,negative
tinha muito receio de comprar na shopee e a mercadoria nao ser entregue ou nao gostar dos produtos entao resolvir dar uma chance e estou bem satisfeita os produtos que comprei sao de qualidade e um unico problema que tive na entrega eles resolveram com prontidao recomendo,surprise,positive
